FlightMode:,T:,P:,Sample:
Standby,23.662552,100989.684909,12383
Standby,23.661993,100990.619050,12384
Standby,23.667202,100991.231101,12385
Standby,23.664807,100990.465892,12386
Standby,23.667813,100991.591671,12387
Standby,23.669824,100991.810323,12388
Standby,23.669159,100992.213882,12389
Standby,23.676623,100992.355740,12390
Standby,23.675889,100992.173288,12391
Standby,23.682338,100993.415386,12392
Standby,23.677672,100989.869687,12393
Standby,23.678685,100992.507094,12394
Standby,23.684051,100991.159230,12395
Standby,23.678913,100992.542827,12396
Standby,23.685939,100991.651006,12397
Standby,23.689120,100994.495277,12398
Standby,23.685100,100993.202763,12399
Standby,23.691095,100992.647021,12400
Standby,23.686656,100989.738880,12401
Standby,23.693158,100992.259853,12402
Standby,23.690676,100990.762114,12403
Standby,23.688124,100990.388852,12404
Standby,23.693927,100992.466070,12405
Standby,23.697545,100992.463616,12406
Standby,23.701216,100993.138261,12407
Standby,23.695885,100991.738327,12408
Standby,23.703505,100992.438347,12409
Standby,23.695797,100991.480919,12410
Standby,23.700394,100991.494689,12411
Standby,23.702142,100992.509064,12412
Standby,23.701985,100991.887340,12413
Standby,23.704310,100990.245039,12414
Standby,23.704956,100992.260754,12415
Standby,23.707019,100992.301186,12416
Standby,23.705585,100993.306355,12417
Standby,23.709973,100992.670624,12418
Standby,23.712367,100992.073668,12419
Standby,23.709710,100992.468575,12420
Standby,23.712997,100992.992569,12421
Standby,23.712857,100992.644060,12422
Standby,23.713835,100991.282309,12423
Standby,23.714640,100992.225038,12424
Standby,23.713993,100991.318008,12425
Standby,23.715356,100991.674920,12426
Standby,23.720163,100990.484912,12427
Standby,23.721946,100993.059455,12428
Standby,23.723746,100993.468014,12429
Standby,23.722243,100992.715070,12430
Standby,23.722470,100993.463557,12431
Standby,23.723781,100991.749477,12432
Standby,23.721281,100991.895023,12433
Standby,23.725878,100991.275105,12434
Standby,23.727364,100992.816043,12435
Standby,23.732398,100992.691245,12436
Standby,23.730388,100991.094664,12437
Standby,23.731559,100991.724722,12438
Standby,23.735806,100993.401349,12439
Standby,23.732398,100992.247740,12440
Standby,23.735667,100993.385457,12441
Standby,23.737275,100993.892929,12442
Standby,23.738533,100992.404472,12443
Standby,23.737746,100992.796211,12444
Standby,23.739494,100990.310028,12445
Standby,23.739250,100991.616713,12446
Standby,23.739792,100992.151502,12447
Standby,23.740630,100991.565742,12448
Standby,23.743689,100993.083525,12449
Standby,23.743043,100991.336947,12450
Standby,23.741871,100990.849447,12451
Standby,23.743375,100991.143030,12452
Standby,23.743305,100989.749100,12453
Standby,23.743375,100990.636156,12454
Standby,23.744249,100990.786950,12455
Standby,23.750628,100990.951598,12456
Standby,23.756798,100992.383356,12457
Standby,23.753268,100992.659309,12458
Standby,23.750331,100991.232653,12459
Standby,23.753268,100991.898982,12460
Standby,23.762759,100993.640794,12461
Standby,23.762339,100993.117912,12462
Standby,23.763353,100993.633080,12463
Standby,23.761150,100992.468041,12464
Standby,23.759473,100991.374471,12465
Standby,23.764227,100992.880959,12466
Standby,23.764402,100993.744328,12467
Standby,23.765223,100993.138711,12468
Standby,23.765765,100994.148735,12469
Standby,23.764454,100993.502778,12470
Standby,23.764699,100992.196018,12471
Standby,23.766045,100992.168758,12472
Standby,23.765171,100991.384352,12473
Standby,23.770991,100993.227807,12474
Standby,23.773123,100995.644254,12475
Standby,23.769837,100993.932327,12476
Standby,23.772844,100992.048293,12477
Standby,23.784240,100994.618312,12478
Standby,23.776322,100994.152334,12479
Standby,23.781496,100995.738166,12480
Standby,23.779241,100993.658276,12481
Standby,23.782247,100993.358286,12482
Standby,23.783925,100991.917287,12483
Standby,23.780255,100990.973552,12484
Standby,23.784904,100994.404673,12485
Standby,23.785481,100994.202886,12486
Standby,23.784904,100994.705656,12487
Standby,23.788941,100992.548586,12488
Standby,23.790794,100993.697677,12489
Standby,23.795216,100994.241653,12490
Standby,23.793276,100993.025203,12491
Standby,23.792367,100993.658575,12492
Standby,23.790777,100992.331350,12493
Standby,23.796545,100993.022268,12494
Standby,23.793853,100993.694689,12495
Standby,23.792927,100992.438958,12496
Standby,23.799131,100993.498322,12497
Standby,23.800093,100995.237249,12498
Standby,23.797908,100993.125663,12499
Standby,23.807102,100995.718636,12500
Standby,23.795199,100994.237687,12501
Standby,23.804427,100996.157424,12502
Standby,23.804655,100994.957472,12503
Standby,23.803151,100996.010491,12504
Standby,23.805109,100993.032822,12505
Standby,23.806735,100993.876897,12506
Standby,23.810388,100994.610693,12507
Standby,23.811122,100994.523782,12508
Standby,23.805616,100994.177553,12509
Standby,23.812345,100995.720229,12510
Standby,23.807224,100993.401786,12511
Standby,23.812048,100994.052756,12512
Standby,23.809182,100994.162792,12513
Standby,23.814006,100992.976068,12514
Standby,23.813324,100993.756094,12515
Standby,23.815509,100993.950806,12516
Standby,23.816592,100994.624421,12517
Standby,23.814880,100992.128766,12518
Standby,23.817134,100995.840476,12519
Standby,23.821364,100996.530867,12520
Standby,23.818690,100994.292346,12521
Standby,23.821626,100994.736786,12522
Standby,23.822325,100996.020228,12523
Standby,23.816959,100993.899744,12524
Standby,23.825664,100992.864561,12525
Standby,23.822290,100992.970543,12526
Standby,23.822762,100992.333018,12527
Standby,23.821679,100993.433760,12528
Standby,23.825629,100995.137961,12529
Standby,23.822640,100994.428151,12530
Standby,23.831257,100994.925677,12531
Standby,23.833529,100995.282774,12532
Standby,23.829631,100993.542944,12533
Standby,23.832708,100994.684479,12534
Standby,23.835382,100996.336841,12535
Standby,23.834718,100995.774233,12536
Standby,23.830313,100995.392773,12537
Standby,23.832638,100993.702205,12538
Standby,23.837234,100994.475806,12539
Standby,23.832393,100992.933762,12540
Standby,23.838458,100993.850340,12541
Standby,23.836675,100995.663874,12542
Standby,23.839629,100994.908178,12543
Standby,23.836326,100993.319024,12544
Standby,23.843282,100997.368813,12545
Standby,23.845047,100996.216697,12546
Standby,23.844278,100994.869819,12547
Standby,23.843492,100994.564628,12548
Standby,23.843404,100993.530838,12549
Standby,23.845187,100994.394763,12550
Standby,23.845449,100995.357309,12551
Standby,23.843090,100992.984166,12552
Standby,23.844715,100994.604561,12553
Standby,23.850868,100997.141119,12554
Standby,23.851007,100993.544698,12555
Standby,23.853017,100995.854400,12556
Standby,23.851357,100997.331370,12557
Standby,23.855761,100995.969973,12558
Standby,23.856915,100996.738683,12559
Standby,23.857090,100996.398090,12560
Standby,23.855866,100994.726278,12561
Standby,23.855237,100994.171593,12562
Standby,23.855255,100995.712384,12563
Standby,23.856775,100995.360252,12564
Standby,23.860952,100994.565156,12565
Standby,23.860516,100993.214368,12566
Standby,23.863732,100995.987826,12567
Standby,23.861652,100994.866360,12568
Standby,23.859344,100995.309410,12569
Standby,23.863924,100996.205727,12570
Standby,23.864256,100994.664993,12571
Standby,23.865619,100995.370380,12572
Standby,23.865707,100995.770460,12573
Standby,23.871335,100996.587797,12574
Standby,23.867769,100995.667978,12575
Standby,23.870898,100996.076719,12576
Standby,23.873677,100997.467712,12577
Standby,23.869814,100996.274509,12578
Standby,23.872016,100996.584000,12579
Standby,23.872820,100996.703025,12580
Standby,23.868328,100995.620582,12581
Standby,23.875267,100995.974774,12582
Standby,23.877976,100997.682636,12583
Standby,23.874620,100996.556896,12584
Standby,23.877854,100995.230698,12585
Standby,23.878291,100997.611411,12586
Standby,23.877067,100995.828637,12587
Standby,23.886121,100999.783940,12588
Standby,23.883849,100996.527358,12589
Standby,23.880755,100995.952287,12590
Standby,23.878466,100996.272605,12591
Standby,23.881542,100995.417717,12592
Standby,23.885824,100998.306362,12593
Standby,23.889949,100996.754518,12594
Standby,23.891452,100999.076112,12595
Standby,23.890316,100996.077237,12596
Standby,23.888288,100998.976363,12597
Standby,23.892501,100998.204882,12598
Standby,23.896241,100998.166096,12599
Standby,23.890438,100996.469421,12600
Standby,23.894580,100997.995399,12601
Standby,23.892483,100997.202694,12602
Standby,23.896643,100996.007309,12603
Standby,23.893305,100996.755258,12604
Standby,23.895105,100997.385485,12605
Standby,23.898076,100997.901091,12606
Standby,23.899055,100996.237574,12607
Standby,23.900558,100998.210604,12608
Standby,23.902865,100999.969909,12609
Standby,23.901414,100997.010520,12610
Standby,23.903337,100997.003001,12611
Standby,23.902323,100997.628672,12612
Standby,23.902079,100996.828441,12613
Standby,23.904805,100998.714591,12614
Standby,23.902044,100996.899736,12615
Standby,23.907217,100996.758201,12616
Standby,23.906501,100997.308678,12617
Standby,23.906081,100998.671285,12618
Standby,23.909332,100996.445685,12619
Standby,23.910730,100999.551669,12620
Standby,23.911097,100996.925363,12621
Standby,23.910678,100997.670014,12622
Standby,23.913090,100998.011178,12623
Standby,23.915152,101000.586496,12624
Standby,23.913806,100997.302234,12625
Standby,23.908476,100996.631695,12626
Standby,23.917389,101000.064043,12627
Standby,23.915484,100998.490984,12628
Standby,23.920868,101000.171694,12629
Standby,23.921322,100999.324034,12630
Standby,23.915397,100998.312704,12631
Standby,23.917267,100998.103120,12632
Standby,23.919889,100999.093990,12633
Standby,23.922213,100998.480418,12634
Standby,23.922773,100996.880096,12635
Standby,23.920081,100996.523057,12636
Standby,23.923087,100997.632833,12637
Standby,23.919801,100998.297725,12638
Standby,23.924241,100998.766031,12639
Standby,23.924136,100997.696415,12640
Standby,23.930288,100999.028626,12641
Standby,23.924153,100996.464401,12642
Standby,23.928156,100998.418158,12643
Standby,23.927981,100998.299280,12644
Standby,23.927981,100997.792208,12645
Standby,23.925220,100997.609466,12646
Standby,23.930970,100999.420943,12647
Standby,23.933959,100998.720297,12648
Standby,23.932683,100997.337488,12649
Standby,23.932036,100998.490179,12650
Standby,23.935951,100997.904572,12651
Standby,23.933766,100999.120379,12652
Standby,23.935759,100999.746666,12653
Standby,23.931197,100996.683570,12654
Standby,23.941841,100998.686033,12655
Standby,23.935951,100998.047188,12656
Standby,23.936685,100999.053557,12657
Standby,23.937367,100997.671088,12658
Standby,23.941998,100999.450652,12659
Standby,23.938765,100996.530393,12660
Standby,23.943921,100998.571502,12661
Standby,23.937681,100997.726605,12662
Standby,23.944638,100997.910029,12663
Standby,23.940950,101000.084327,12664
Standby,23.942243,100999.220921,12665
Standby,23.944358,100997.719824,12666
Standby,23.945354,100998.833212,12667
Standby,23.948413,101002.141721,12668
Standby,23.948395,100999.237812,12669
Standby,23.950563,100998.952928,12670
Standby,23.948972,100998.528768,12671
Standby,23.950196,101001.056524,12672
Standby,23.957606,101000.439711,12673
Standby,23.952974,101001.211495,12674
Standby,23.953411,100998.521564,12675
Standby,23.953079,101001.013427,12676
Standby,23.958410,101001.430278,12677
Standby,23.958235,100999.425602,12678
Standby,23.955404,101000.716679,12679
Standby,23.958410,101001.271808,12680
Standby,23.954023,100998.692015,12681
Standby,23.959966,100999.406063,12682
Standby,23.961207,100998.926879,12683
Standby,23.955544,100997.911796,12684
Standby,23.956418,100998.696356,12685
Standby,23.960979,101000.666065,12686
Standby,23.961731,100999.457838,12687
Standby,23.964650,101000.373458,12688
Standby,23.963374,100999.576942,12689
Standby,23.964108,100999.537435,12690
Standby,23.968338,101001.590296,12691
Standby,23.965751,100998.610616,12692
Standby,23.967516,100999.866775,12693
Standby,23.965069,100997.822116,12694
Standby,23.962098,100997.734518,12695
Standby,23.972130,100999.677276,12696
Standby,23.966467,100999.898314,12697
Standby,23.967708,101000.623513,12698
Standby,23.966922,100998.337422,12699
Standby,23.975189,101000.149174,12700
Standby,23.968023,100997.984978,12701
Standby,23.972532,100999.657524,12702
Standby,23.973861,101001.369247,12703
Standby,23.974490,100998.833728,12704
Standby,23.975101,101001.032664,12705
Standby,23.978160,100999.682080,12706
Standby,23.974560,100999.689506,12707
Standby,23.975573,101000.648427,12708
Standby,23.982215,101002.440145,12709
Standby,23.978737,101000.795459,12710
Standby,23.981726,100999.983668,12711
Standby,23.983823,101001.552884,12712
Standby,23.983229,101001.196228,12713
Standby,23.981393,100999.971738,12714
Standby,23.982058,100999.060577,12715
Standby,23.982110,100998.454405,12716
Standby,23.984504,101000.407965,12717
Standby,23.986165,100998.977905,12718
Standby,23.982512,100996.770627,12719
Standby,23.990901,100998.514936,12720
Standby,23.989992,101003.079072,12721
Standby,23.991268,101000.341475,12722
Standby,23.993156,101001.276751,12723
Standby,23.990762,101001.003071,12724
Standby,23.990499,101001.894493,12725
Standby,23.993173,100999.410629,12726
Standby,23.988577,101000.602630,12727
Standby,23.992212,100997.417609,12728
Standby,23.996512,101000.009298,12729
Standby,23.994974,101000.864920,12730
Standby,23.994869,101000.159661,12731
Standby,23.996896,101000.318385,12732
Standby,23.993523,101000.234777,12733
Standby,23.999693,101001.206222,12734
Standby,23.999518,101000.865461,12735
Standby,24.004621,101002.530142,12736
Standby,23.998836,100998.809055,12737
Standby,24.005146,101002.712461,12738
Standby,24.011385,101001.686947,12739
Standby,24.000007,101001.562848,12740
Standby,24.001336,101003.401425,12741
Standby,24.010057,101002.938856,12742
Standby,24.000182,100999.367863,12743
Standby,24.004709,100999.903252,12744
Standby,24.004849,100999.697236,12745
Standby,23.999885,100998.428812,12746
Standby,24.002384,100999.059064,12747
Standby,24.007365,101002.772145,12748
Standby,24.001947,100997.882267,12749
Standby,24.007593,101001.967851,12750
Standby,24.004027,100998.575862,12751
Standby,24.006876,100999.095206,12752
Standby,24.016296,101000.106521,12753
Standby,24.011997,101001.889084,12754
Standby,24.008938,101001.480651,12755
Standby,24.011962,101003.164910,12756
Standby,24.012014,100997.296894,12757
Standby,24.007627,100996.539689,12758
Standby,24.013517,100999.872476,12759
Standby,24.014409,101001.564433,12760
Standby,24.019180,101001.251892,12761
Standby,24.027936,101002.318569,12762
Standby,24.023480,101003.162128,12763
Standby,24.023864,101001.743660,12764
Standby,24.020613,101000.499198,12765
Standby,24.026119,101002.682938,12766
Standby,24.015790,100999.769682,12767
Standby,24.023392,101001.921920,12768
Standby,24.029964,101002.619889,12769
Standby,24.026591,100999.572556,12770
Standby,24.028199,101002.488973,12771
Standby,24.030803,101002.445619,12772
Standby,24.034211,101000.888692,12773
Standby,24.025192,101000.174707,12774
Standby,24.032953,101001.807861,12775
Standby,24.029160,100999.996744,12776
Standby,24.027290,101003.408152,12777
Standby,24.032463,101000.111924,12778
Standby,24.034298,101002.287422,12779
Standby,24.034456,101003.289920,12780
Standby,24.031397,100999.125209,12781
Standby,24.039192,101002.351216,12782
Standby,24.036098,101000.587699,12783
Standby,24.032341,101001.082695,12784
Standby,24.035731,101000.250866,12785
Standby,24.038842,101002.430437,12786
Standby,24.037689,101000.346114,12787
Standby,24.034228,100997.072915,12788
Standby,24.036745,101000.718509,12789
Standby,24.038353,101003.714224,12790
Standby,24.042688,101001.971088,12791
Standby,24.043387,101004.015771,12792
Standby,24.040625,100999.379497,12793
Standby,24.042233,101000.203799,12794
Standby,24.048822,101001.603008,12795
Standby,24.044593,101001.769140,12796
Standby,24.043736,101002.034564,12797
Standby,24.044593,100999.692804,12798
Standby,24.048385,101000.838215,12799
Standby,24.052143,101002.324406,12800
Standby,24.050395,101001.706137,12801
Standby,24.050011,101001.032484,12802
Standby,24.050710,100999.019566,12803
Standby,24.052650,101001.187189,12804
Standby,24.051723,101001.341670,12805
Standby,24.057002,101000.906105,12806
Standby,24.056879,100999.974893,12807
Standby,24.053436,101001.397252,12808
Standby,24.052824,101003.572651,12809
Standby,24.058295,101000.184987,12810
Standby,24.054310,100998.631443,12811
Standby,24.058802,101001.441156,12812
Standby,24.060287,101001.920713,12813
Standby,24.054939,100999.978747,12814
Standby,24.060794,101000.926126,12815
Standby,24.056250,101002.320701,12816
Standby,24.060986,101000.129652,12817
Standby,24.060602,101000.137557,12818
Standby,24.059483,101000.074097,12819
Standby,24.059431,101002.138608,12820
Standby,24.066230,101003.363431,12821
Standby,24.067401,100999.919936,12822
Standby,24.066247,101002.051793,12823
Standby,24.069148,101002.265917,12824
Standby,24.066335,101002.943395,12825
Standby,24.070197,101003.010951,12826
Standby,24.066160,101000.367660,12827
Standby,24.065478,100999.800970,12828
Standby,24.070844,100999.591177,12829
Standby,24.068117,101003.474483,12830
Standby,24.066597,101000.847162,12831
Standby,24.070302,101001.449656,12832
Standby,24.066719,101000.240881,12833
Standby,24.072522,101002.634601,12834
Standby,24.070075,101002.507684,12835
Standby,24.071508,101001.453671,12836
Standby,24.072539,100999.801266,12837
Standby,24.072155,101000.807778,12838
Standby,24.072242,101000.684938,12839
Standby,24.073081,100999.591263,12840
Standby,24.077136,101002.016605,12841
Standby,24.074322,100999.904363,12842
Standby,24.074374,101001.057517,12843
Standby,24.079128,101002.103860,12844
Standby,24.076244,101002.036385,12845
Standby,24.076104,101000.276924,12846
Standby,24.074986,101000.213480,12847
Standby,24.082833,101001.438237,12848
Standby,24.078307,101002.155346,12849
Standby,24.075300,100999.730038,12850
Standby,24.080264,100999.983817,12851
Standby,24.079111,100999.991707,12852
Standby,24.080718,101001.450058,12853
Standby,24.083200,101001.806789,12854
Standby,24.079705,101000.427630,12855
Standby,24.081348,101000.720927,12856
Standby,24.075545,100999.880631,12857
Standby,24.083095,101001.370878,12858
Standby,24.083987,101000.748745,12859
Standby,24.084598,101002.393327,12860
Standby,24.080439,101001.180580,12861
Standby,24.080736,100998.870292,12862
Standby,24.080893,101000.839796,12863
Standby,24.082414,101000.487155,12864
Standby,24.083305,101001.656206,12865
Standby,24.082519,100999.211140,12866
Standby,24.078097,100998.921731,12867
Standby,24.086171,101001.260008,12868
Standby,24.084703,100999.389522,12869
Standby,24.089894,101000.582454,12870
Standby,24.089090,101000.479402,12871
Standby,24.089230,101000.416000,12872
Standby,24.091607,101000.891593,12873
Standby,24.086835,100999.223133,12874
Standby,24.091694,101001.814943,12875
Standby,24.092463,101000.832167,12876
Standby,24.092201,100999.948442,12877
Standby,24.096588,101002.195479,12878
Standby,24.093442,101001.196771,12879
Standby,24.097165,101000.376513,12880
Standby,24.095487,101000.281379,12881
Standby,24.093180,101001.438501,12882
Standby,24.095295,101000.317042,12883
Standby,24.096623,101003.534943,12884
Standby,24.099489,101000.856057,12885
Standby,24.094141,101002.575869,12886
Standby,24.098248,101001.462368,12887
Standby,24.098405,100999.849460,12888
Standby,24.101097,101000.887779,12889
Standby,24.095469,101000.182306,12890
Standby,24.096116,100998.157273,12891
Standby,24.099611,100999.726623,12892
Standby,24.105816,101001.609081,12893
Standby,24.101219,101000.963076,12894
Standby,24.103911,101001.811176,12895
Standby,24.106078,101001.684379,12896
Standby,24.101132,101001.181037,12897
Standby,24.104400,101003.126888,12898
Standby,24.104610,101000.812513,12899
Standby,24.106707,101002.698910,12900
Standby,24.110255,101001.363396,12901
Standby,24.107948,101001.030496,12902
Standby,24.106148,101001.731936,12903
Standby,24.108315,101002.556254,12904
Standby,24.106952,101000.233930,12905
Standby,24.106358,101000.511337,12906
Standby,24.108997,101001.458504,12907
Standby,24.113209,101002.461161,12908
Standby,24.113401,101003.709522,12909
Standby,24.111129,101001.181098,12910
Standby,24.111985,101001.850851,12911
Standby,24.110989,101001.973703,12912
Standby,24.110185,101001.759698,12913
Standby,24.115131,101003.166587,12914
Standby,24.112230,101000.764979,12915
Standby,24.111601,101001.842925,12916
Standby,24.112929,101001.636848,12917
Standby,24.114904,101002.211489,12918
Standby,24.115096,101003.761047,12919
Standby,24.120986,101004.082054,12920
Standby,24.117421,101001.006707,12921
Standby,24.115201,101002.120339,12922
Standby,24.118172,101001.573424,12923
Standby,24.118190,101001.941991,12924
Standby,24.117595,101000.903666,12925
Standby,24.121773,101000.915519,12926
Standby,24.119466,101000.297298,12927
Standby,24.124149,101001.613002,12928
Standby,24.124744,101000.003960,12929
Standby,24.116512,101000.943303,12930
Standby,24.120689,101000.463736,12931
Standby,24.120654,100999.805860,12932
Standby,24.120637,101001.688337,12933
Standby,24.122594,101002.560206,12934
Standby,24.122891,101001.723984,12935
Standby,24.122209,101001.030445,12936
Standby,24.124114,100999.940559,12937
Standby,24.124866,101001.807188,12938
Standby,24.126771,101001.700157,12939
Standby,24.131577,101001.965611,12940
Standby,24.125181,101002.068752,12941
Standby,24.125705,100999.952423,12942
Standby,24.125460,100999.262839,12943
Standby,24.129969,101001.870523,12944
Standby,24.129148,101001.763531,12945
Standby,24.131315,101001.620817,12946
Standby,24.130983,101001.450406,12947
Standby,24.130896,101002.492728,12948
Standby,24.128973,101000.899561,12949
Standby,24.132818,101002.009182,12950
Standby,24.130913,101001.878433,12951
Standby,24.133657,101002.770102,12952
Standby,24.140141,101001.783101,12953
Standby,24.133989,101002.892956,12954
Standby,24.137712,101002.912693,12955
Standby,24.137572,101003.832170,12956
Standby,24.136436,101002.892905,12957
Standby,24.131595,100999.528243,12958
Standby,24.130459,101001.093729,12959
Standby,24.135999,101001.636569,12960
Standby,24.137607,101002.809651,12961
Standby,24.137869,101001.537440,12962
Standby,24.143671,101004.644499,12963
Standby,24.135073,101002.869155,12964
Standby,24.136943,101000.518911,12965
Standby,24.139372,101001.481914,12966
Standby,24.141539,101002.861073,12967
Standby,24.141557,101002.865036,12968
Standby,24.148128,101003.340435,12969
Standby,24.138271,101003.895567,12970
Standby,24.143042,101003.661617,12971
Standby,24.142955,101004.196664,12972
Standby,24.142798,101004.208558,12973
Standby,24.148915,101004.676056,12974
Standby,24.142064,101001.061726,12975
Standby,24.144336,101003.193911,12976
Standby,24.141784,101002.060483,12977
Standby,24.143042,101003.598204,12978
Standby,24.143427,101003.336616,12979
Standby,24.145244,101004.303612,12980
Standby,24.140456,101001.252013,12981
Standby,24.143916,101004.160969,12982
Standby,24.142221,101001.668105,12983
Standby,24.143567,101003.130520,12984
Standby,24.143934,101002.405225,12985
Standby,24.146957,101001.933491,12986
Standby,24.149351,101003.158079,12987
Standby,24.146276,101001.778945,12988
Standby,24.146608,101002.488369,12989
Standby,24.148687,101003.277002,12990
Standby,24.147149,101001.263682,12991
Standby,24.152864,101005.666769,12992
Standby,24.151082,101002.900399,12993
Standby,24.150540,101003.348278,12994
Standby,24.150016,101003.197689,12995
Standby,24.150994,101004.148861,12996
Standby,24.149404,101002.361444,12997
Standby,24.145524,101001.323189,12998
Standby,24.150278,101004.557111,12999
Standby,24.152078,101003.411636,13000
Standby,24.158090,101004.616274,13001
Standby,24.152655,101001.338769,13002
Standby,24.155399,101002.595047,13003
Standby,24.157076,101004.227900,13004
Standby,24.154612,101004.097205,13005
Standby,24.157111,101004.315094,13006
Standby,24.160886,101004.267372,13007
Standby,24.154542,101003.225262,13008
Standby,24.155171,101004.255720,13009
Standby,24.159995,101002.717707,13010
Standby,24.159785,101004.017724,13011
Standby,24.158649,101003.236978,13012
Standby,24.157286,101002.468135,13013
Standby,24.162652,101003.748079,13014
Standby,24.160170,101003.930512,13015
Standby,24.162197,101002.646259,13016
Standby,24.163088,101002.848352,13017
Standby,24.160886,101003.886882,13018
Standby,24.162232,101004.049321,13019
Standby,24.160065,101002.606728,13020
Standby,24.165238,101004.096739,13021
Standby,24.165797,101003.082058,13022
Standby,24.163630,101003.874863,13023
Standby,24.166269,101003.395149,13024
Standby,24.167825,101004.128315,13025
Standby,24.164644,101004.405919,13026
Standby,24.172369,101006.728152,13027
Standby,24.167143,101002.863995,13028
Standby,24.165693,101003.327800,13029
Standby,24.172613,101004.928690,13030
Standby,24.165780,101003.585422,13031
Standby,24.166427,101002.638114,13032
Standby,24.167877,101001.508437,13033
Standby,24.168891,101003.957828,13034
Standby,24.169870,101003.624840,13035
Standby,24.167458,101003.284109,13036
Standby,24.170271,101005.333096,13037
Standby,24.172002,101005.075374,13038
Standby,24.173942,101005.277408,13039
Standby,24.172753,101004.437202,13040
Standby,24.176284,101005.174221,13041
Standby,24.168297,101002.158428,13042
Standby,24.174379,101003.616653,13043
Standby,24.181789,101006.105333,13044
Standby,24.175130,101004.722442,13045
Standby,24.177472,101005.047316,13046
Standby,24.179674,101005.816120,13047
Standby,24.178293,101006.026273,13048
Standby,24.178084,101005.582363,13049
Standby,24.178101,101004.936297,13050
Standby,24.181841,101006.941654,13051
Standby,24.174012,101004.262734,13052
Standby,24.178398,101005.685398,13053
Standby,24.181999,101007.833460,13054
Standby,24.181999,101006.565100,13055
Standby,24.182488,101007.722449,13056
Standby,24.186176,101005.593737,13057
Standby,24.187172,101007.405064,13058
Standby,24.179604,101004.246537,13059
Standby,24.186280,101007.171266,13060
Standby,24.184061,101004.908169,13061
Standby,24.183274,101003.667605,13062
Standby,24.186036,101005.466909,13063
Standby,24.179814,101003.374531,13064
Standby,24.181946,101003.128643,13065
Standby,24.183100,101006.703759,13066
Standby,24.183135,101005.316485,13067
Standby,24.180024,101004.579453,13068
Standby,24.185162,101005.744424,13069
Standby,24.185372,101006.251757,13070
Standby,24.182768,101003.742949,13071
Standby,24.180548,101004.444657,13072
Standby,24.184690,101004.353216,13073
Standby,24.190545,101005.870888,13074
Standby,24.188989,101004.725495,13075
Standby,24.193271,101005.775558,13076
Standby,24.189461,101005.530088,13077
Standby,24.192432,101006.171992,13078
Standby,24.195910,101004.740820,13079
Standby,24.193761,101005.521843,13080
Standby,24.193621,101005.284030,13081
Standby,24.195316,101006.936776,13082
Standby,24.194966,101006.651414,13083
Standby,24.196312,101008.224918,13084
Standby,24.191960,101005.414958,13085
Standby,24.195001,101006.659338,13086
Standby,24.195945,101007.459943,13087
Standby,24.193568,101006.857631,13088
Standby,24.195875,101006.017147,13089
Standby,24.198130,101007.321046,13090
Standby,24.201206,101007.352514,13091
Standby,24.196102,101005.149070,13092
Standby,24.197640,101007.447924,13093
Standby,24.197326,101004.427570,13094
Standby,24.196469,101004.645645,13095
Standby,24.203810,101007.435542,13096
Standby,24.196889,101005.723750,13097
Standby,24.198637,101005.628480,13098
Standby,24.202184,101006.638953,13099
Standby,24.205016,101007.201577,13100
Standby,24.198567,101004.375938,13101
Standby,24.200140,101007.221795,13102
Standby,24.203862,101008.351177,13103
Standby,24.205016,101006.313682,13104
Standby,24.202674,101003.816691,13105
Standby,24.204019,101006.626908,13106
Standby,24.203722,101007.732835,13107
Standby,24.205348,101006.991466,13108
Standby,24.202831,101004.962213,13109
Standby,24.205645,101006.567312,13110
Standby,24.203897,101008.137129,13111
Standby,24.205924,101007.264921,13112
Standby,24.203740,101005.929302,13113
Standby,24.207078,101008.319201,13114
Standby,24.206169,101007.034998,13115
Standby,24.208826,101006.067587,13116
Standby,24.206641,101007.887181,13117
Standby,24.204893,101006.507919,13118
Standby,24.206589,101003.467517,13119
Standby,24.204107,101005.552709,13120
Standby,24.206222,101007.585965,13121
Standby,24.203128,101004.490496,13122
Standby,24.205435,101006.266080,13123
Standby,24.204334,101004.954154,13124
Standby,24.205557,101004.771709,13125
Standby,24.212251,101007.621109,13126
Standby,24.208161,101004.933989,13127
Standby,24.207340,101008.093241,13128
Standby,24.211307,101007.026615,13129
Standby,24.206414,101005.980599,13130
Standby,24.218385,101006.474956,13131
Standby,24.213387,101007.973791,13132
Standby,24.207392,101003.951029,13133
Standby,24.207025,101005.627764,13134
Standby,24.209297,101006.222134,13135
Standby,24.205033,101003.955211,13136
Standby,24.211290,101006.436000,13137
Standby,24.213859,101006.209817,13138
Standby,24.215886,101006.590156,13139
Standby,24.213649,101005.210938,13140
Standby,24.216638,101009.503559,13141
Standby,24.219696,101006.914821,13142
Standby,24.217145,101007.842630,13143
Standby,24.214488,101006.875691,13144
Standby,24.217407,101007.172703,13145
Standby,24.214436,101006.261292,13146
Standby,24.215694,101006.736839,13147
Standby,24.216568,101006.269012,13148
Standby,24.215397,101007.367128,13149
Standby,24.215432,101004.283209,13150
Standby,24.216463,101005.420746,13151
Standby,24.217389,101005.725874,13152
Standby,24.215904,101006.657540,13153
Standby,24.220116,101006.090279,13154
Standby,24.216306,101003.672678,13155
Standby,24.217005,101007.541386,13156
Standby,24.220448,101007.735282,13157
Standby,24.216096,101006.399868,13158
